SOURCE	TARGET
ابن	ابن	UC
معين	معين	UC
،	:	REPLACE_PC
كان	كان	UC
إذا	إذا	UC
رفع	رفع	UC
المطرقة	المطرقة	UC
فسمع	فسمع	UC
النداء	النداء	UC
لم	لم	UC
يردها	يردها	UC
	.	INSERT_PM
قال	وقال	REPLACE_MI
الشعبي	الشعبي	UC
(	:	REPLACE_PC
	{	INSERT_PM
ما	ما	UC
دخل	دخل	UC
وقت	وقت	UC
صلاه	صلاة	REPLACE_OT
حتى	حتى	UC
أشتاق	أشتاق	UC
إليها	إليها	UC
	،	INSERT_PM
وقال	وقال	UC
أيضا	أيضا	UC
:	:	UC
(	{	REPLACE_PC
ما	ما	UC
أقمت	أقمت	UC
الصلاة	الصلاة	UC
منذ	منذ	UC
أسلمت	أسلمت	UC
،		DELETE_PM
إلا	إلا	UC
وأنا	وأنا	UC
على	على	UC
وضوء	وضوء	UC
	}	INSERT_PM
	.	INSERT_PM
وقول	وقول	UC
إبراهيم	إبراهيم	UC
بن	بن	UC
يزيد	يزيد	UC
	-	INSERT_PM
رحمه	رحمه	UC
الله	الله	UC
تعالى	تعالى	UC
	-	INSERT_PM
	:	INSERT_PM
إذا	إذا	UC
رأيت	رأيت	UC
الرجل	الرجل	UC
يتهاون	يتهاون	UC
في	في	UC
التكبيره	التكبيرة	REPLACE_OT
الأولى	الأولى	UC
فاعسل	فاغسل	REPLACE_OR
يدك	يدك	UC
منه	منه	UC
	}	INSERT_PM
	.	INSERT_PM
وإلى	وإلى	UC
آخر	آخره	REPLACE_XM
	.	INSERT_PM

عندي	عندي	UC
رغبة	رغبة	UC
شديدة	شديدة	UC
في	في	UC
كلية	كلية	UC
أصول	أصول	UC
الدين	الدين	UC
	.	INSERT_PM
الحمد	الحمد	UC
لله	لله	UC
رب	رب	UC
العالمين	العالمين	UC
	،	INSERT_PM
والصلاة	والصلاة	UC
والسلام	والسلام	UC
على	على	UC
رسول	رسول	UC
الله	الله	UC
	،	INSERT_PM
وعلى	وعلى	UC
آله	آله	UC
وصحبه	وصحبه	UC
أجمعين	أجمعين	UC
	.	INSERT_PM
وبعد	وبعد	UC
.	،	REPLACE_PC
السلام	السلام	UC
عليكم	عليكم	UC
	،	INSERT_PM
ورحمة	ورحمة	UC
الله	الله	UC
وبركاته	وبركاته	UC
	،	INSERT_PM
فأتشرف	وأتشرف	REPLACE_MI
بالإفادة	بالإفادة	UC
بأني	بأني	UC
#	،	REPLACE_PC
معلومة	معلومة	UC
شخصية	شخصية	UC
محذوفة	محذوفة	UC
#	،	REPLACE_PC
كمبودي	كمبودي	UC
الجنسية	الجنسية	UC
المولود	، مولود	REPLACE_PM+REPLACE_XF
بتاريخ	بتاريخ	UC
#	،	REPLACE_PC
معلومة	معلومة	UC
شخصية	شخصية	UC
محذوفة	محذوفة	UC
#	،	REPLACE_PC
في	في	UC
محافظة	محافظة	UC
تاكيو	تاكيو	UC
.	.	UC
يا	يا	UC
شيخي	شيخي	UC
الفاضل	الفاضل	UC
	،	INSERT_PM
لدي	لدي	UC
رغبة	رغبة	UC
شديدة	شديدة	UC
في	في	UC
مواصلة	مواصلة	UC
الدراسة	الدراسة	UC
في	في	UC
كلية	كلية	UC
أصول	أصول	UC
الدين	الدين	UC
بجامعة	بجامعة	UC
الإمام	الإمام	UC
محمد	محمد	UC
بن	بن	UC
سعدو	سعد	REPLACE_OD+REPLACE_OG
الإسلامية	الإسلامية	UC
	؛	INSERT_PM
لأن	لأن	UC
هذه	هذه	UC
الجامعة	الجامعة	UC
الطيبة	الطيبة	UC
قد	قد	UC
سمعتها	سمعت عنها	REPLACE_X
من	من	UC
أصدقائي	أصدقائي	UC
	،	INSERT_PM
قالوا	قالوا	UC
إن	أن	REPLACE_OH
التعليم	التعليم	UC
في	في	UC
تخصص	تخصص	UC
أصول	أصول	UC
الدين	الدين	UC
بشكل	بشكل	UC
ممتاز	ممتاز	UC
جدا	جدا	UC
على	على	UC
طريق	الطريق	REPLACE_XF
سلفي	السلفي	REPLACE_XF
.	؛	REPLACE_PC
ولذا	ولذا	UC
أتمنى	أتمنى	UC
	أن	INSERT_XM
	تتحقق	INSERT_XM
رغبتي	رغبتي	UC
تأتى		DELETE_XM
قريبا	قريبا	UC
	،	INSERT_PM
إن	إن	UC
شاء	شاء	UC
الله	الله	UC
	؛	INSERT_PM
لأن	لأن	UC
منطقة	منطقة	UC
تاكيو	تاكيو	UC
بحاجة	بحاجة	UC
ماسة	ماسة	UC
إلى	إلى	UC
من	من	UC
يرشدهم	يرشدهم	UC
إلى	إلى	UC
عقيدة	عقيدة	UC
سلفية	سلفية	UC
.	؛	REPLACE_PC
لأن	لأن	UC
الناس	الناس	UC
فيها	فيها	UC
جهلاء	جهلاء	UC
ليس	ليس	UC
لهم	لهم	UC
علم	علما	REPLACE_XC
متعلق	متعلقا	REPLACE_XC
بعقيدة	بالعقيدة	REPLACE_XF
،	،	UC
علما	علما	UC
بأن	بأن	UC
مملكة	مملكة	UC
كمبوديا	كمبوديا	UC
هي	هي	UC
مملكة	مملكة	UC
بوذية	بوذية	UC
وعدد	وعدد	UC
المسلمين	المسلمين	UC
قليليت	قليل	REPLACE_OD+REPLACE_XN
جدا	جدا	UC
حوالي	حوالي	UC
ستة	ستة	UC
في	في	UC
المائة	المائة	UC
	،	INSERT_PM
ولذا	ولذا	UC
عدد	عدد	UC
العلماء	العلماء	UC
قليلين	قليل	REPLACE_XN
أيضا	أيضا	UC
.	.	UC
ختاما	ختاما	UC
:	:	UC
أدعو	أدعو	UC
الله	الله	UC
أن	أن	UC
يوفق	يوفق	UC
القائمين	القائمين	UC
على	على	UC
هذه	هذه	UC
الأعمال	الأعمال	UC
والمشاركين	والمشاركين	UC
في	في	UC
التعليم	التعليم	UC
،	،	UC
وأن	وأن	UC
يحقق	يحقق	UC
الآمال	الآمال	UC
الرجوة	المرجوة	REPLACE_OM
منها	منها	UC
	،	INSERT_PM
إنه	إنه	UC
سميع	سميع	UC
مجيب	مجيب	UC
.	.	UC
والسلام	والسلام	UC
عليكم	عليكم	UC
	،	INSERT_PM
ورحمة	ورحمة	UC
الله	الله	UC
وبركاته	وبركاته	UC
.	.	UC

الرحلة	الرحلة	UC
إلى	إلى	UC
مكة	مكة	UC
للعمرة	للعمرة	UC
	.	INSERT_PM
كنت	كنت	UC
مع	مع	UC
أصدقائي	أصدقائي	UC
	في	INSERT_XM
الرحلة	الرحلة	UC
إلى	إلى	UC
مكة	مكة	UC
للعمرة	للعمرة	UC
،	،	UC
وهذه	وهذه	UC
	كانت	INSERT_XM
أول	أول	UC
مرة	مرة	UC
للعمرة	لأداء العمرة	UNK
	؛	INSERT_PM
لأنني	لأنني	UC
ما	ما	UC
اعتمرت	اعتمرت	UC
وحججت	وما حججت	REPLACE_X
من	من	UC
قبل	قبل	UC
،	.	REPLACE_PC
ومكتب	ومكتب	UC
الدعوة	الدعوة	UC
	هو	INSERT_XM
	من	INSERT_XM
ينظم	ينظم	UC
هذه	هذه	UC
الرحلة	الرحلة	UC
،	،	UC
وأحد	وأحد	UC
طالب	الطلاب	REPLACE_SW
قديم	القدامى	REPLACE_SW
اسمه	اسمه	UC
عيسى	عيسى	UC
رئيس	رئيس	UC
في	في	UC
هذه	هذه	UC
الرحلة	الرحلة	UC
،	،	UC
وهو	وهو	UC
يخدمنا	يخدمنا	UC
	،	INSERT_PM
ويشرحنا	ويشرح لنا	REPLACE_X
بعض	بعض	UC
المعلومات	المعلومات	UC
الدينية	الدينية	UC
وبعض	وبعض	UC
المعلومات	المعلومات	UC
الدنيوية	الدنيوية	UC
،	،	UC
وشجع	ويشجع	REPLACE_MT
	،	INSERT_PM
وحث	ويحث	REPLACE_MT
على		DELETE_XM
الطلاب	الطلاب	UC
الذين	الذين	UC
اشتركوا	اشتركوا	UC
في	في	UC
هذه	هذه	UC
الرحلة	الرحلة	UC
أن	أن	UC
يستفدوا	يستفيدوا	REPLACE_OM
	من	INSERT_XM
البرنامج	البرنامج	UC
ليزيل	ليزول	REPLACE_OR
تعب	تعب	UC
السفر	السفر	UC
.	.	UC
الطلاب	الطلاب	UC
مسرورون	مسرورون	UC
بهذه	بهذه	UC
الرحلة	الرحلة	UC
	،	INSERT_PM
وهم	وهم	UC
ناشطون	ناشطون	UC
وفرحون	وفرحون	UC
.	.	UC
عندما	عندما	UC
ذهبنا	ذهبنا	UC
إلى	إلى	UC
ميقات	الميقات	REPLACE_XF
قرن	قرب	REPLACE_OR
المنازل	المنازل	UC
،	,	REPLACE_PC
نغسل	اغتسلنا	REPLACE_MT+REPLACE_OM
نتطيب	وتطيبنا	REPLACE_MT
لإحرام	للإحرام	REPLACE_OM
.	،	REPLACE_PC
بعد	وبعد	REPLACE_MI
الغسل	الغسل	UC
ننوى	، نوينا	REPLACE_MT+REPLACE_PM
للعمرة	العمرة	REPLACE_XT
قال	وقلنا	REPLACE_SW
:	:	UC
لبيك	لبيك	UC
عمرة	عمرة	UC
	،	INSERT_PM
ثم	ثم	UC
نذهب	ذهبنا	REPLACE_MT
إلى	إلى	UC
مكة	مكة	UC
المكرمة	المكرمة	UC
ونكبر	وكبرنا	REPLACE_MT
:	:	UC
ليبك	لبيك	REPLACE_OC
اللهم	اللهم	UC
ليبك	لبيك	REPLACE_OC
.	،	REPLACE_PC
ليبك	لبيك	REPLACE_OC
لا	لا	UC
شريك	شريك	UC
لك	لك	UC
لبيك	لبيك	UC
.	،	REPLACE_PC
إن	إن	UC
الحمد	الحمد	UC
والنعمة	والنعمة	UC
له	لك	REPLACE_MI
الملك	والملك	REPLACE_SF
	،	INSERT_PM
لا	لا	UC
شريك	شريك	UC
لك	لك	UC
مرارا	مرارا	UC
وتكرارا	وتكرارا	UC
.	.	UC
بعد	بعد	UC
نصف	نصف	UC
الساعة	ساعة	REPLACE_XF
	،	INSERT_PM
وصلنا	وصلنا	UC
إلى	إلى	UC
الفندق	الفندق	UC
	،	INSERT_PM
أفطرنا	أفطرنا	UC
فيها	فيه ،	REPLACE_PM+REPLACE_XG
ثم	ثم	UC
ذهبنا	توجهنا	REPLACE_SW
إلى	إلى	UC
الكعبة	الكعبة	UC
مباشرا	مباشرة	REPLACE_XG
	،	INSERT_PM
بعد	بعد	UC
عشر	عشر	UC
دقائق	دقائق	UC
وصلنا	وصلنا	UC
إلى	إلى	UC
الكعبة	الكعبة	UC
.	.	UC
قبل	قبل	UC
بدأنا	أن نبدأ	UNK
العمرة	العمرة	UC
	،	INSERT_PM
رئيس	الرئيس	REPLACE_XF
عيسى	عيسى	UC
قسم	قسم	UC
الطلاب	الطلاب	UC
إلى	إلى	UC
أقسام	أقسام	UC
.	،	REPLACE_PC
لكل	في كل	REPLACE_S
قسم	قسم	UC
	طالب	INSERT_XM
فيها أحد	قديم واحد	REPLACE_S
أو	أو	UC
كثر	أكثر	REPLACE_OM
طالب		DELETE_XM
قديم		DELETE_XM
يساعد	يساعد	UC
طلاب	الطلاب	REPLACE_XF
جدد	الجدد	REPLACE_XF
	في	INSERT_XM
للعمرة	العمرة	REPLACE_XT
	،	INSERT_PM
ويشرح	ويشرح	UC
لهم	لهم	UC
كيفية	كيفية	UC
العمرة	العمرة	UC
	،	INSERT_PM
وآدابها	وآدابها	UC
	،	INSERT_PM
وركنها	وأركانها	REPLACE_XN
	،	INSERT_PM
إلى	وإلى	REPLACE_MI
غير	غير	UC
ذلك	ذلك	UC
.	،	REPLACE_PC
ثم	ثم	UC
نبدأ	بدأنا	REPLACE_MT
العمرة	العمرة	UC
.	:	REPLACE_PC
طواف	طواف	UC
حول	حول	UC
الكعبة	الكعبة	UC
سبعة	سبعة	UC
أشواط	أشواط	UC
	،	INSERT_PM
بعدها	بعدها	UC
صلينا	صلينا	UC
ركعتين	ركعتين	UC
خلف	خلف	UC
مقام	مقام	UC
إبراهيم	إبراهيم	UC
.	،	REPLACE_PC
وبعدها	وبعدها	UC
نسعى	سعينا	REPLACE_MT
بين	بين	UC
الصفا	الصفا	UC
والمروة	والمروة	UC
سبعة	سبعة	UC
أشواط	أشواط	UC
مع	مع	UC
الدعاء	الدعاء	UC
إلى	إلى	UC
الله	الله	UC
وجهه	وجهة	REPLACE_OT
الكعبة	الكعبة	UC
	،	INSERT_PM
والأخير	وفي الأخير	REPLACE_X
خلق	حلق	REPLACE_OR
الشعر	الشعر	UC
أو	أو	UC
قصره	تقصيره	REPLACE_OM
.	.	UC

رحلة	رحلة	UC
العمره	العمرة	REPLACE_OT
إلى	إلى	UC
مكه	مكة	REPLACE_OT
	.	INSERT_PM
بسم	بسم	UC
الله	الله	UC
الرحمن	الرحمن	UC
الرحيم	الرحيم	UC
.	.	UC
سأكتب	سأكتب	UC
مقالا	مقالا	UC
قصيرا	قصيرا	UC
حول	حول	UC
رحلة	رحلة	UC
قمت	قمت	UC
بها	بها	UC
قبل	قبل	UC
السنة	سنة	REPLACE_XF
.	.	UC
قررت	قررت	UC
أنا	أنا	UC
وبعض	وبعض	UC
أصدقائي	أصدقائي	UC
أن	أن	UC
نعتمر	نعتمر	UC
ونزور	ونزور	UC
بيت	بيت	UC
الله	الله	UC
الحرام	الحرام	UC
.	.	UC
فبعدما	وبعدما	REPLACE_MI
استعدنا	استعددنا	REPLACE_OM
للسفر	للسفر	UC
	،	INSERT_PM
غادرنا	غادرنا	UC
الجامعة	الجامعة	UC
بعد	بعد	UC
صلاة	صلاة	UC
الظهر	الظهر	UC
	،	INSERT_PM
يوم	يوم	UC
الثلاثاء	الثلاثاء	UC
في	في	UC
ذاك	ذلك	REPLACE_OR
الأشبوع	الأسبوع	REPLACE_OR
.	.	UC
أخذت	استغرقت	REPLACE_SW
الرحلة	الرحلة	UC
عشر	عشر	UC
ساعات	ساعات	UC
.	.	UC
وبعدما	وبعدما	UC
وصلنا	وصلنا	UC
مكة	مكة	UC
المكرمة	المكرمة	UC
	،	INSERT_PM
نزلنا	نزلنا	UC
في	في	UC
فندقنا	فندقنا	UC
الذي	الذي	UC
حجزناه	حجزناه	UC
أمس	أمس	UC
الأول	الأول	UC
،	،	UC
وضعنا	وضعنا	UC
أعراضنا	أغراضنا	REPLACE_OR
وخرجنا	وخرجنا	UC
متجهين	متجهين	UC
إلى	إلى	UC
الحرم	الحرم	UC
لأداء	لأداء	UC
العمرة	العمرة	UC
.	.	UC
بعد	بعد	UC
ساعتين	ساعتين	UC
	،	INSERT_PM
فارغنا	فرغنا	REPLACE_OD
من	من	UC
أعمال	أعمال	UC
العمرة	العمرة	UC
ورجعنا	ورجعنا	UC
إلى	إلى	UC
الفندق	الفندق	UC
حتى	حتى	UC
نأخذ	نأخذ	UC
حظنا	حظنا	UC
من	من	UC
الراحة	الراحة	UC
قيل	قبل	REPLACE_OR
أن	أن	UC
تحون	تحين	REPLACE_XG
صلاة	صلاة	UC
الفجر	الفجر	UC
.	.	UC
لم	لم	UC
بكن	يكن	REPLACE_OR
لدينا	لدينا	UC
برنامجا	برنامجا	UC
خاصا	خاصا	UC
نقوم	نقوم	UC
به	به	UC
،	؛	REPLACE_PC
لذا	لذا	UC
قررنا	قررنا	UC
أن	أن	UC
نذهب	نذهب	UC
إلى	إلى	UC
البادبة	البادية	REPLACE_OR
حتى	حتى	UC
نشرب	نشرب	UC
حليب	حليب	UC
الإبل	الإبل	UC
،	،	UC
وكنت وأنا	ولما كنت	REPLACE_SW
صغير	صغيرا	REPLACE_XC
	كنت	INSERT_XM
أحب	أحب	UC
حليب	حليب	UC
الإبل	الإبل	UC
	؛	INSERT_PM
لأنني	لأنني	UC
فضيت	قضيت	REPLACE_OR
بداية	بداية	UC
حياتي	حياتي	UC
في	في	UC
البادية	البادية	UC
.	.	UC
مضت	مضت	UC
الأيام	الأيام	UC
ونحن	ونحن	UC
بين	بين	UC
الحرام	الحرم	REPLACE_OD
	،	INSERT_PM
والبادية	والبادية	UC
	،	INSERT_PM
والفندف	والفندق	REPLACE_OR
	.	INSERT_PM
وقي	وفي	REPLACE_OR
يوم	يوم	UC
التالي	التالي	UC
	،	INSERT_PM
رجعنا	رجعنا	UC
إلى	إلى	UC
الرياض	الرياض	UC
.	.	UC

الالتحاق	الالتحاق	UC
بكلية	بكلية	UC
الشريعة	الشريعة	UC
	.	INSERT_PM
أريد	أريد	UC
أن	أن	UC
ألاحق	ألتحق	REPLACE_OR
في كلية	بكلية	REPLACE_S
الشريعة	الشريعة	UC
	،	INSERT_PM
وكنت	وكنت	UC
أريد	أريد	UC
علم	علم	UC
الرشي	الشرع	REPLACE_SW
منذ	منذ	UC
صغري	صغري	UC
	،	INSERT_PM
ودعوت	ودعوت	UC
الله	الله	UC
أن	أن	UC
أكون	أكون	UC
عالما	عالما	UC
شرعيا	شرعيا	UC
لهذا	في هذا	REPLACE_S
الدين	الدين	UC
	،	INSERT_PM
وأخدم	وأن أخدم	REPLACE_X
هذا	هذا	UC
الدين	الدين	UC
بنفسي	بنفسي	UC
ومالي	ومالي	UC
	،	INSERT_PM
وكما	وكما	UC
قال	قال	UC
	-	INSERT_PM
صلى	صلى	UC
الله	الله	UC
عليه	عليه	UC
وسلم	وسلم	UC
	-	INSERT_PM
:	:	UC
"	"	UC
من	من	UC
أراد	يرد	REPLACE_MT
الله	الله	UC
به	به	UC
الخير	خيرا	REPLACE_XF
يفقه	يفقهه	REPLACE_XM
في	في	UC
الدين	الدين	UC
"	"	UC
أ		DELETE_XM
كما		DELETE_XM
قال		DELETE_XM
.	؛	REPLACE_PC
لهذا	لهذا	UC
أريد	أريد	UC
أن	أن	UC
أكون	أكون	UC
مفقها	مفقها	UC
في	في	UC
الدين	الدين	UC
،		DELETE_PM
وأخدم	وأخدم	UC
المسلمين	المسلمين	UC
.	.	UC

ألتحق	سألتحق	REPLACE_MT
بكلية	بكلية	UC
الشريعة	الشريعة	UC
	.	INSERT_PM
من	من	UC
المعلوم	المعلوم	UC
أن	أن	UC
كلية	كلية	UC
الشريعة	الشريعة	UC
فيها	فيها	UC
تدريس	تدريس	UC
شريعة	لشريعة	REPLACE_MI
الإسلام	الإسلام	UC
مثل	مثل	UC
:	:	UC
فقه	الفقه	REPLACE_XF
	،	INSERT_PM
وأصول	وأصول	UC
الفقه	الفقه	UC
	،	INSERT_PM
والفرائض	والفرائض	UC
	،	INSERT_PM
والتوحيد	والتوحيد	UC
	،	INSERT_PM
والتفسير	والتفسير	UC
	،	INSERT_PM
إلى	وإلى	REPLACE_MI
غير	غير	UC
ذلك	ذلك	UC
،	.	REPLACE_PC
اختار إلى	اخترت	UNK
كلية	كلية	UC
الشريعة	الشريعة	UC
بعدة	لعدة	REPLACE_MI
أسباب	أسباب	UC
:	:	UC
1	1	UC
-	-	UC
أحب	أحب	UC
كلية	كلية	UC
الشريعة	الشريعة	UC
،		DELETE_PM
منذ	منذ	UC
	كنت	INSERT_XM
أدرس	أدرس	UC
اللغة	اللغة	UC
العربية	العربية	UC
والدين	والدين	UC
الإسلامي	الإسلامي	UC
	،	INSERT_PM
أحب	وأحب	REPLACE_MI
أن	أن	UC
أتعلم	أتعلم	UC
مواد	موادا	REPLACE_OW
حول	حول	UC
الشريعة	الشريعة	UC
،	،	UC
وأبي	وأبي	UC
هو	هو	UC
إمام	إمام	UC
المسجد	مسجد	REPLACE_XF
وأنا	منذ كنت	UNK
صغير	صغيرا	REPLACE_XC
في	في	UC
السن	السن	UC
حتى	حتى	UC
إلى		DELETE_XM
يومنا	يومنا	UC
هذا	هذا	UC
،	،	UC
ويشرح	ويشرح	UC
للجماهير	للجماهير	UC
أمور	أمور	UC
الدين	الدين	UC
	،	INSERT_PM
ويخطب	ويخطب	UC
أمام	أمام	UC
الناس	الناس	UC
في	في	UC
	صلاة	INSERT_XM
الجمعة	الجمعة	UC
أو	أو	UC
في	في	UC
حلق	حلق	UC
التعليم	التعليم	UC
.	،	REPLACE_PC
تأثرت	وتأثرت	REPLACE_MI
بوالدى	بوالدي	REPLACE_OA
تأثرا	تأثرا	UC
كثيرا	كبيرا	REPLACE_OR
.	.	UC
2	2	UC
-	-	UC
حسب	حسب	UC
وضع	الوضع	REPLACE_XF
الوطني	الوطني	UC
.	؛	REPLACE_PC
لأن	لأن	UC
الآن	الآن	UC
في	في	UC
الصين	الصين	UC
انتشر	انتشرت	REPLACE_XG
البدعة	البدعة	UC
والخرافات	والخرافات	UC
انتشارا	انتشارا	UC
كثيرا	كبيرا	REPLACE_OR
.	،	REPLACE_PC
والناس	والناس	UC
يبتعدون	يبتعدون	UC
عن	عن	UC
الكتاب	الكتاب	UC
والسنة	والسنة	UC
بسبب	بسبب	UC
ضعف	ضعف	UC
الايمان	الإيمان	REPLACE_OH
والجهل	والجهل	UC
.	.	UC
أفكر	أفكر	UC
كيف	كيف	UC
يعالج	أعالج	REPLACE_MI
هذه	هذه	UC
المسألة	المسألة	UC
	،	INSERT_PM
وكيف	وكيف	UC
صحح	أصحح	REPLACE_OM
عقيدهم	عقيدتهم	REPLACE_OM
	،	INSERT_PM
وكيف	وكيف	UC
ببين	أبين	REPLACE_OR
لهم	لهم	UC
أن	أن	UC
هذا	هذا	UC
الأمر	الأمر	UC
حلال	حلال	UC
وهذا	وهذا	UC
حرام	حرام	UC
؟	؟	UC
وأختار إلى	واخترت	UNK
كلية	كلية	UC
الشريعة	الشريعة	UC
لأعالج	لأعالج	UC
هذه	هذه	UC
المشاكل	المشاكل	UC
	-	INSERT_PM
إن	إن	UC
شاء	شاء	UC
الله	الله	UC
	-	INSERT_PM
	.	INSERT_PM
3	3	UC
-	-	UC
كلية	كلية	UC
الشريعة	الشريعة	UC
مجال	مجال	UC
واسع	واسع	UC
.		DELETE_PM
فيها		DELETE_XM
يشمل	يشتمل	REPLACE_OM
	على	INSERT_XM
عدة	عدة	UC
مواد	مواد	UC
كثيرة	كثيرة	UC
.	.	UC

رحلة	رحلة	UC
في	في	UC
الإجازة	الإجازة	UC
الصيفية	الصيفية	UC
في	إلى	REPLACE_SW
البلد	البلد	UC
	.	INSERT_PM
قمنا	قمنا	UC
دورات	بدورات	REPLACE_XM
في	في	UC
الإجازة	الإجازة	UC
الصيفية	الصيفية	UC
في	في	UC
غانا	غانا	UC
	،	INSERT_PM
وكانت	وكانت	UC
دورات	دورات	UC
رإعات	رائعة	REPLACE_SW
جدا	جدا	UC
.	،	REPLACE_PC
قمنا	قمنا	UC
	بها	INSERT_XM
في	في	UC
المدن	المدن	UC
والبوادي	والبوادي	UC
المجاورة	المجاورة	UC
.	،	REPLACE_PC
والقينا	وألقينا	REPLACE_OH
محاضرات	محاضرات	UC
كثيرة	كثيرة	UC
في	في	UC
المساجد	المساجد	UC
.	.	UC
ومن	ومن	UC
أعمال	أعمال	UC
الدورات	الدورات	UC
	أنه	INSERT_XM
فيها	فيها	UC
خطب	خطب	UC
في	في	UC
الجمع	الجمع	UC
والتدريس	والتدريس	UC
في	في	UC
المدارس	المدارس	UC
.	،	REPLACE_PC
وتوزيع	وتوزيع	UC
الملابس	الملابس	UC
	،	INSERT_PM
والعطور	والعطور	UC
	،	INSERT_PM
والساعات	والساعات	UC
عند	على	REPLACE_SW
المتميزين	المتميزين	UC
	،	INSERT_PM
والمستحقين	والمستحقين	UC
بها	لها	REPLACE_OR
	،	INSERT_PM
والمحتاجين	والمحتاجين	UC
إليه	إليها	REPLACE_XG
